Provincias;Sexo;Periodo;Total
15 Coruña A;Mujeres;1994;3.805
15 Coruña A;Mujeres;1993;4.171
15 Coruña A;Mujeres;1992;4.167
15 Coruña A;Mujeres;1991;4.128
15 Coruña A;Mujeres;1990;4.393
15 Coruña A;Mujeres;1989;4.426
15 Coruña A;Mujeres;1988;4.798
15 Coruña A;Mujeres;1987;5.029
15 Coruña A;Mujeres;1986;4.959
15 Coruña A;Mujeres;1985;5.488
15 Coruña A;Mujeres;1984;6.044
15 Coruña A;Mujeres;1983;6.402
15 Coruña A;Mujeres;1982;6.722
15 Coruña A;Mujeres;1981;7.036
15 Coruña A;Mujeres;1980;7.419
15 Coruña A;Mujeres;1979;8.078
15 Coruña A;Mujeres;1978;8.833
15 Coruña A;Mujeres;1977;8.634
15 Coruña A;Mujeres;1976;8.957
15 Coruña A;Mujeres;1975;8.860
16 Cuenca;Total;2022;1.304
16 Cuenca;Total;2021;1.300
16 Cuenca;Total;2020;1.193
16 Cuenca;Total;2019;1.389
16 Cuenca;Total;2018;1.303
16 Cuenca;Total;2017;1.407
16 Cuenca;Total;2016;1.507
16 Cuenca;Total;2015;1.522
16 Cuenca;Total;2014;1.549
16 Cuenca;Total;2013;1.530
16 Cuenca;Total;2012;1.600
16 Cuenca;Total;2011;1.740
16 Cuenca;Total;2010;1.791
16 Cuenca;Total;2009;1.804
16 Cuenca;Total;2008;1.867
16 Cuenca;Total;2007;1.657
16 Cuenca;Total;2006;1.710
16 Cuenca;Total;2005;1.581
16 Cuenca;Total;2004;1.644
16 Cuenca;Total;2003;1.672
16 Cuenca;Total;2002;1.673
16 Cuenca;Total;2001;1.629
16 Cuenca;Total;2000;1.622
16 Cuenca;Total;1999;1.628
16 Cuenca;Total;1998;1.539
16 Cuenca;Total;1997;1.670
16 Cuenca;Total;1996;1.692
16 Cuenca;Total;1995;1.745
16 Cuenca;Total;1994;1.764
16 Cuenca;Total;1993;1.885
16 Cuenca;Total;1992;2.022
16 Cuenca;Total;1991;2.046
16 Cuenca;Total;1990;2.102
16 Cuenca;Total;1989;2.136
16 Cuenca;Total;1988;2.049
16 Cuenca;Total;1987;2.212
16 Cuenca;Total;1986;2.203
16 Cuenca;Total;1985;2.263
16 Cuenca;Total;1984;2.316
16 Cuenca;Total;1983;2.400
16 Cuenca;Total;1982;2.475
16 Cuenca;Total;1981;2.576
16 Cuenca;Total;1980;2.596
16 Cuenca;Total;1979;2.585
16 Cuenca;Total;1978;2.717
16 Cuenca;Total;1977;2.713
16 Cuenca;Total;1976;2.917
16 Cuenca;Total;1975;2.862
16 Cuenca;Hombres;2022;671
16 Cuenca;Hombres;2021;694
16 Cuenca;Hombres;2020;582
16 Cuenca;Hombres;2019;711
16 Cuenca;Hombres;2018;675
16 Cuenca;Hombres;2017;685
16 Cuenca;Hombres;2016;774
16 Cuenca;Hombres;2015;764
16 Cuenca;Hombres;2014;783
16 Cuenca;Hombres;2013;787
16 Cuenca;Hombres;2012;821
16 Cuenca;Hombres;2011;893
16 Cuenca;Hombres;2010;928
16 Cuenca;Hombres;2009;894
16 Cuenca;Hombres;2008;973
16 Cuenca;Hombres;2007;842
16 Cuenca;Hombres;2006;859
16 Cuenca;Hombres;2005;782
16 Cuenca;Hombres;2004;812
16 Cuenca;Hombres;2003;850
16 Cuenca;Hombres;2002;855
16 Cuenca;Hombres;2001;865
16 Cuenca;Hombres;2000;824
16 Cuenca;Hombres;1999;850
16 Cuenca;Hombres;1998;749
16 Cuenca;Hombres;1997;872
16 Cuenca;Hombres;1996;857
16 Cuenca;Hombres;1995;868
16 Cuenca;Hombres;1994;909
16 Cuenca;Hombres;1993;944
16 Cuenca;Hombres;1992;1.050
16 Cuenca;Hombres;1991;1.034
16 Cuenca;Hombres;1990;1.059
16 Cuenca;Hombres;1989;1.115
16 Cuenca;Hombres;1988;1.059
16 Cuenca;Hombres;1987;1.155
16 Cuenca;Hombres;1986;1.134
16 Cuenca;Hombres;1985;1.116
16 Cuenca;Hombres;1984;1.219
16 Cuenca;Hombres;1983;1.265
16 Cuenca;Hombres;1982;1.277
16 Cuenca;Hombres;1981;1.300
16 Cuenca;Hombres;1980;1.382
16 Cuenca;Hombres;1979;1.356
16 Cuenca;Hombres;1978;1.416
16 Cuenca;Hombres;1977;1.452
16 Cuenca;Hombres;1976;1.515
16 Cuenca;Hombres;1975;1.502
16 Cuenca;Mujeres;2022;633
16 Cuenca;Mujeres;2021;606
16 Cuenca;Mujeres;2020;611
16 Cuenca;Mujeres;2019;678
16 Cuenca;Mujeres;2018;628
16 Cuenca;Mujeres;2017;722
16 Cuenca;Mujeres;2016;733
16 Cuenca;Mujeres;2015;758
16 Cuenca;Mujeres;2014;766
16 Cuenca;Mujeres;2013;743
16 Cuenca;Mujeres;2012;779
16 Cuenca;Mujeres;2011;847
16 Cuenca;Mujeres;2010;863
16 Cuenca;Mujeres;2009;910
16 Cuenca;Mujeres;2008;894
16 Cuenca;Mujeres;2007;815
16 Cuenca;Mujeres;2006;851
16 Cuenca;Mujeres;2005;799
16 Cuenca;Mujeres;2004;832
16 Cuenca;Mujeres;2003;822
16 Cuenca;Mujeres;2002;818
16 Cuenca;Mujeres;2001;764
16 Cuenca;Mujeres;2000;798
16 Cuenca;Mujeres;1999;778
16 Cuenca;Mujeres;1998;790
16 Cuenca;Mujeres;1997;798
16 Cuenca;Mujeres;1996;835
16 Cuenca;Mujeres;1995;877
16 Cuenca;Mujeres;1994;855
16 Cuenca;Mujeres;1993;941
16 Cuenca;Mujeres;1992;972
16 Cuenca;Mujeres;1991;1.012
16 Cuenca;Mujeres;1990;1.043
16 Cuenca;Mujeres;1989;1.021
16 Cuenca;Mujeres;1988;990
16 Cuenca;Mujeres;1987;1.057
16 Cuenca;Mujeres;1986;1.069
16 Cuenca;Mujeres;1985;1.147
16 Cuenca;Mujeres;1984;1.097
16 Cuenca;Mujeres;1983;1.135
16 Cuenca;Mujeres;1982;1.198
16 Cuenca;Mujeres;1981;1.276
16 Cuenca;Mujeres;1980;1.214
16 Cuenca;Mujeres;1979;1.229
16 Cuenca;Mujeres;1978;1.301
16 Cuenca;Mujeres;1977;1.261
16 Cuenca;Mujeres;1976;1.402
16 Cuenca;Mujeres;1975;1.360
20 Gipuzkoa;Total;2022;4.512
20 Gipuzkoa;Total;2021;4.935
20 Gipuzkoa;Total;2020;5.026
20 Gipuzkoa;Total;2019;5.140
20 Gipuzkoa;Total;2018;5.472
20 Gipuzkoa;Total;2017;5.593
20 Gipuzkoa;Total;2016;6.017
20 Gipuzkoa;Total;2015;6.361
20 Gipuzkoa;Total;2014;6.362
20 Gipuzkoa;Total;2013;6.287
20 Gipuzkoa;Total;2012;6.899
20 Gipuzkoa;Total;2011;7.048
20 Gipuzkoa;Total;2010;7.221
20 Gipuzkoa;Total;2009;7.145
20 Gipuzkoa;Total;2008;7.239
20 Gipuzkoa;Total;2007;7.153
20 Gipuzkoa;Total;2006;7.033
20 Gipuzkoa;Total;2005;6.786
20 Gipuzkoa;Total;2004;6.778
20 Gipuzkoa;Total;2003;6.767
20 Gipuzkoa;Total;2002;6.269
20 Gipuzkoa;Total;2001;6.174
20 Gipuzkoa;Total;2000;6.011
20 Gipuzkoa;Total;1999;5.868
20 Gipuzkoa;Total;1998;5.648
20 Gipuzkoa;Total;1997;5.766
20 Gipuzkoa;Total;1996;5.590
20 Gipuzkoa;Total;1995;5.375
20 Gipuzkoa;Total;1994;5.259
20 Gipuzkoa;Total;1993;5.393
20 Gipuzkoa;Total;1992;5.474
20 Gipuzkoa;Total;1991;5.408
20 Gipuzkoa;Total;1990;5.372
20 Gipuzkoa;Total;1989;5.644
20 Gipuzkoa;Total;1988;5.758
20 Gipuzkoa;Total;1987;5.900
20 Gipuzkoa;Total;1986;6.473
20 Gipuzkoa;Total;1985;6.380
20 Gipuzkoa;Total;1984;6.877
20 Gipuzkoa;Total;1983;7.454
20 Gipuzkoa;Total;1982;8.092
20 Gipuzkoa;Total;1981;8.126
20 Gipuzkoa;Total;1980;8.326
20 Gipuzkoa;Total;1979;9.316
20 Gipuzkoa;Total;1978;11.110
20 Gipuzkoa;Total;1977;12.418
20 Gipuzkoa;Total;1976;13.367
20 Gipuzkoa;Total;1975;12.738
20 Gipuzkoa;Hombres;2022;2.371
20 Gipuzkoa;Hombres;2021;2.546
20 Gipuzkoa;Hombres;2020;2.588
20 Gipuzkoa;Hombres;2019;2.607
20 Gipuzkoa;Hombres;2018;2.829
20 Gipuzkoa;Hombres;2017;2.909
20 Gipuzkoa;Hombres;2016;3.081
20 Gipuzkoa;Hombres;2015;3.198
20 Gipuzkoa;Hombres;2014;3.237
20 Gipuzkoa;Hombres;2013;3.218
20 Gipuzkoa;Hombres;2012;3.656
20 Gipuzkoa;Hombres;2011;3.624
20 Gipuzkoa;Hombres;2010;3.668
20 Gipuzkoa;Hombres;2009;3.749
20 Gipuzkoa;Hombres;2008;3.769
20 Gipuzkoa;Hombres;2007;3.661
20 Gipuzkoa;Hombres;2006;3.628
20 Gipuzkoa;Hombres;2005;3.526
20 Gipuzkoa;Hombres;2004;3.474
20 Gipuzkoa;Hombres;2003;3.521
20 Gipuzkoa;Hombres;2002;3.159
20 Gipuzkoa;Hombres;2001;3.210
20 Gipuzkoa;Hombres;2000;3.114
20 Gipuzkoa;Hombres;1999;2.990
20 Gipuzkoa;Hombres;1998;2.917
20 Gipuzkoa;Hombres;1997;3.019
20 Gipuzkoa;Hombres;1996;2.830
20 Gipuzkoa;Hombres;1995;2.792
20 Gipuzkoa;Hombres;1994;2.729
20 Gipuzkoa;Hombres;1993;2.753
20 Gipuzkoa;Hombres;1992;2.825
20 Gipuzkoa;Hombres;1991;2.814
20 Gipuzkoa;Hombres;1990;2.707
20 Gipuzkoa;Hombres;1989;2.892
20 Gipuzkoa;Hombres;1988;2.950
20 Gipuzkoa;Hombres;1987;3.092
20 Gipuzkoa;Hombres;1986;3.421
20 Gipuzkoa;Hombres;1985;3.282
20 Gipuzkoa;Hombres;1984;3.575
20 Gipuzkoa;Hombres;1983;3.820
20 Gipuzkoa;Hombres;1982;4.223
20 Gipuzkoa;Hombres;1981;4.228
20 Gipuzkoa;Hombres;1980;4.394
20 Gipuzkoa;Hombres;1979;4.842
20 Gipuzkoa;Hombres;1978;5.812
20 Gipuzkoa;Hombres;1977;6.420
20 Gipuzkoa;Hombres;1976;6.957
20 Gipuzkoa;Hombres;1975;6.695
20 Gipuzkoa;Mujeres;2022;2.141
20 Gipuzkoa;Mujeres;2021;2.389
20 Gipuzkoa;Mujeres;2020;2.438
20 Gipuzkoa;Mujeres;2019;2.533
20 Gipuzkoa;Mujeres;2018;2.643
20 Gipuzkoa;Mujeres;2017;2.684
20 Gipuzkoa;Mujeres;2016;2.936
20 Gipuzkoa;Mujeres;2015;3.163
20 Gipuzkoa;Mujeres;2014;3.125
20 Gipuzkoa;Mujeres;2013;3.069
20 Gipuzkoa;Mujeres;2012;3.243
20 Gipuzkoa;Mujeres;2011;3.424
20 Gipuzkoa;Mujeres;2010;3.553
20 Gipuzkoa;Mujeres;2009;3.396
20 Gipuzkoa;Mujeres;2008;3.470
20 Gipuzkoa;Mujeres;2007;3.492
20 Gipuzkoa;Mujeres;2006;3.405
20 Gipuzkoa;Mujeres;2005;3.260
20 Gipuzkoa;Mujeres;2004;3.304
20 Gipuzkoa;Mujeres;2003;3.246
20 Gipuzkoa;Mujeres;2002;3.110
20 Gipuzkoa;Mujeres;2001;2.964
20 Gipuzkoa;Mujeres;2000;2.897
20 Gipuzkoa;Mujeres;1999;2.878
20 Gipuzkoa;Mujeres;1998;2.731
20 Gipuzkoa;Mujeres;1997;2.747
20 Gipuzkoa;Mujeres;1996;2.760
20 Gipuzkoa;Mujeres;1995;2.583
20 Gipuzkoa;Mujeres;1994;2.530
20 Gipuzkoa;Mujeres;1993;2.640
20 Gipuzkoa;Mujeres;1992;2.649
20 Gipuzkoa;Mujeres;1991;2.594
20 Gipuzkoa;Mujeres;1990;2.665
20 Gipuzkoa;Mujeres;1989;2.752
20 Gipuzkoa;Mujeres;1988;2.808
20 Gipuzkoa;Mujeres;1987;2.808
20 Gipuzkoa;Mujeres;1986;3.052
20 Gipuzkoa;Mujeres;1985;3.098
20 Gipuzkoa;Mujeres;1984;3.302
20 Gipuzkoa;Mujeres;1983;3.634
20 Gipuzkoa;Mujeres;1982;3.869
20 Gipuzkoa;Mujeres;1981;3.898
20 Gipuzkoa;Mujeres;1980;3.932
20 Gipuzkoa;Mujeres;1979;4.474
20 Gipuzkoa;Mujeres;1978;5.298
20 Gipuzkoa;Mujeres;1977;5.998
20 Gipuzkoa;Mujeres;1976;6.410
20 Gipuzkoa;Mujeres;1975;6.043
17 Girona;Total;2022;5.926
17 Girona;Total;2021;6.077
17 Girona;Total;2020;6.334
17 Girona;Total;2019;6.437
17 Girona;Total;2018;6.745
17 Girona;Total;2017;7.022
17 Girona;Total;2016;7.175
17 Girona;Total;2015;7.540
17 Girona;Total;2014;7.405
17 Girona;Total;2013;7.509
17 Girona;Total;2012;8.037
17 Girona;Total;2011;8.514
17 Girona;Total;2010;8.936
17 Girona;Total;2009;9.016
17 Girona;Total;2008;9.334
17 Girona;Total;2007;8.430
17 Girona;Total;2006;8.443
17 Girona;Total;2005;7.664
17 Girona;Total;2004;7.452
17 Girona;Total;2003;7.020
17 Girona;Total;2002;6.231
17 Girona;Total;2001;5.964
17 Girona;Total;2000;5.849
17 Girona;Total;1999;5.271
17 Girona;Total;1998;5.249
17 Girona;Total;1997;5.300
17 Girona;Total;1996;5.122
17 Girona;Total;1995;4.928
17 Girona;Total;1994;5.140
17 Girona;Total;1993;5.276
17 Girona;Total;1992;5.442
17 Girona;Total;1991;5.325
17 Girona;Total;1990;5.307
17 Girona;Total;1989;5.120
17 Girona;Total;1988;5.145
17 Girona;Total;1987;5.021
17 Girona;Total;1986;5.054
17 Girona;Total;1985;5.336
17 Girona;Total;1984;5.300
17 Girona;Total;1983;5.587
17 Girona;Total;1982;5.949
17 Girona;Total;1981;6.126
17 Girona;Total;1980;6.949
17 Girona;Total;1979;7.695
17 Girona;Total;1978;7.838
17 Girona;Total;1977;7.853
17 Girona;Total;1976;7.954
17 Girona;Total;1975;7.860
17 Girona;Hombres;2022;3.007
17 Girona;Hombres;2021;3.097
17 Girona;Hombres;2020;3.259
17 Girona;Hombres;2019;3.289
17 Girona;Hombres;2018;3.473
17 Girona;Hombres;2017;3.583
17 Girona;Hombres;2016;3.697
17 Girona;Hombres;2015;3.917
17 Girona;Hombres;2014;3.856
17 Girona;Hombres;2013;3.855
17 Girona;Hombres;2012;4.139
17 Girona;Hombres;2011;4.350
17 Girona;Hombres;2010;4.571
17 Girona;Hombres;2009;4.719
17 Girona;Hombres;2008;4.735
17 Girona;Hombres;2007;4.407
17 Girona;Hombres;2006;4.288
17 Girona;Hombres;2005;3.990
17 Girona;Hombres;2004;3.792
17 Girona;Hombres;2003;3.631
17 Girona;Hombres;2002;3.284
17 Girona;Hombres;2001;3.043
17 Girona;Hombres;2000;2.986
17 Girona;Hombres;1999;2.686
17 Girona;Hombres;1998;2.696
17 Girona;Hombres;1997;2.727
17 Girona;Hombres;1996;2.597
17 Girona;Hombres;1995;2.563
17 Girona;Hombres;1994;2.656
17 Girona;Hombres;1993;2.744
17 Girona;Hombres;1992;2.747
17 Girona;Hombres;1991;2.714
17 Girona;Hombres;1990;2.765
17 Girona;Hombres;1989;2.629
17 Girona;Hombres;1988;2.660
17 Girona;Hombres;1987;2.593
17 Girona;Hombres;1986;2.636
17 Girona;Hombres;1985;2.762
17 Girona;Hombres;1984;2.774
17 Girona;Hombres;1983;2.878
17 Girona;Hombres;1982;3.088
17 Girona;Hombres;1981;3.181
17 Girona;Hombres;1980;3.620
17 Girona;Hombres;1979;3.996
17 Girona;Hombres;1978;4.116
17 Girona;Hombres;1977;4.090
17 Girona;Hombres;1976;4.146
17 Girona;Hombres;1975;4.082
17 Girona;Mujeres;2022;2.919
17 Girona;Mujeres;2021;2.980
17 Girona;Mujeres;2020;3.075
17 Girona;Mujeres;2019;3.148
17 Girona;Mujeres;2018;3.272
17 Girona;Mujeres;2017;3.439
17 Girona;Mujeres;2016;3.478
17 Girona;Mujeres;2015;3.623
17 Girona;Mujeres;2014;3.549
17 Girona;Mujeres;2013;3.654
17 Girona;Mujeres;2012;3.898
17 Girona;Mujeres;2011;4.164
17 Girona;Mujeres;2010;4.365
17 Girona;Mujeres;2009;4.297
17 Girona;Mujeres;2008;4.599
17 Girona;Mujeres;2007;4.023
17 Girona;Mujeres;2006;4.155
17 Girona;Mujeres;2005;3.674
17 Girona;Mujeres;2004;3.660
17 Girona;Mujeres;2003;3.389
17 Girona;Mujeres;2002;2.947
17 Girona;Mujeres;2001;2.921
17 Girona;Mujeres;2000;2.863
17 Girona;Mujeres;1999;2.585
17 Girona;Mujeres;1998;2.553
17 Girona;Mujeres;1997;2.573
17 Girona;Mujeres;1996;2.525
17 Girona;Mujeres;1995;2.365
17 Girona;Mujeres;1994;2.484
17 Girona;Mujeres;1993;2.532
17 Girona;Mujeres;1992;2.695
17 Girona;Mujeres;1991;2.611
17 Girona;Mujeres;1990;2.542
17 Girona;Mujeres;1989;2.491
17 Girona;Mujeres;1988;2.485
17 Girona;Mujeres;1987;2.428
17 Girona;Mujeres;1986;2.418
17 Girona;Mujeres;1985;2.574
17 Girona;Mujeres;1984;2.526
17 Girona;Mujeres;1983;2.709
17 Girona;Mujeres;1982;2.861
17 Girona;Mujeres;1981;2.945
17 Girona;Mujeres;1980;3.329
17 Girona;Mujeres;1979;3.699
17 Girona;Mujeres;1978;3.722
17 Girona;Mujeres;1977;3.763
17 Girona;Mujeres;1976;3.808
17 Girona;Mujeres;1975;3.778
18 Granada;Total;2022;7.057
18 Granada;Total;2021;7.083
18 Granada;Total;2020;7.050
18 Granada;Total;2019;7.636
18 Granada;Total;2018;7.441
18 Granada;Total;2017;7.968
18 Granada;Total;2016;8.635
18 Granada;Total;2015;8.606
18 Granada;Total;2014;8.505
18 Granada;Total;2013;8.340
18 Granada;Total;2012;9.079
18 Granada;Total;2011;9.260
18 Granada;Total;2010;9.400
18 Granada;Total;2009;9.704
18 Granada;Total;2008;10.546
18 Granada;Total;2007;10.412
18 Granada;Total;2006;10.021
18 Granada;Total;2005;9.707
18 Granada;Total;2004;9.497
18 Granada;Total;2003;9.085
18 Granada;Total;2002;8.556
18 Granada;Total;2001;8.865
18 Granada;Total;2000;8.812
18 Granada;Total;1999;8.560
18 Granada;Total;1998;8.648
18 Granada;Total;1997;8.857
18 Granada;Total;1996;8.973
18 Granada;Total;1995;9.194
18 Granada;Total;1994;9.159
18 Granada;Total;1993;9.641
18 Granada;Total;1992;9.961
18 Granada;Total;1991;10.213
18 Granada;Total;1990;10.199
18 Granada;Total;1989;10.147
18 Granada;Total;1988;10.322
18 Granada;Total;1987;10.645
18 Granada;Total;1986;10.674
18 Granada;Total;1985;10.978
18 Granada;Total;1984;11.284
18 Granada;Total;1983;11.366
18 Granada;Total;1982;11.821
18 Granada;Total;1981;11.930
18 Granada;Total;1980;12.641
18 Granada;Total;1979;13.048
18 Granada;Total;1978;13.305
18 Granada;Total;1977;13.429
18 Granada;Total;1976;13.612
18 Granada;Total;1975;13.645
18 Granada;Hombres;2022;3.679
18 Granada;Hombres;2021;3.578
18 Granada;Hombres;2020;3.495
18 Granada;Hombres;2019;3.877
18 Granada;Hombres;2018;3.844
18 Granada;Hombres;2017;4.082
18 Granada;Hombres;2016;4.519
18 Granada;Hombres;2015;4.466
18 Granada;Hombres;2014;4.409
18 Granada;Hombres;2013;4.331
18 Granada;Hombres;2012;4.746
18 Granada;Hombres;2011;4.788
18 Granada;Hombres;2010;4.840
18 Granada;Hombres;2009;4.955
18 Granada;Hombres;2008;5.501
18 Granada;Hombres;2007;5.309
18 Granada;Hombres;2006;5.158
18 Granada;Hombres;2005;5.000
18 Granada;Hombres;2004;4.847
18 Granada;Hombres;2003;4.619
18 Granada;Hombres;2002;4.464
18 Granada;Hombres;2001;4.562
18 Granada;Hombres;2000;4.554
18 Granada;Hombres;1999;4.408
18 Granada;Hombres;1998;4.437
18 Granada;Hombres;1997;4.496
18 Granada;Hombres;1996;4.614
18 Granada;Hombres;1995;4.724
18 Granada;Hombres;1994;4.738
18 Granada;Hombres;1993;4.978
18 Granada;Hombres;1992;5.054
18 Granada;Hombres;1991;5.321
18 Granada;Hombres;1990;5.324
18 Granada;Hombres;1989;5.270
18 Granada;Hombres;1988;5.248
18 Granada;Hombres;1987;5.452
18 Granada;Hombres;1986;5.500
18 Granada;Hombres;1985;5.691
18 Granada;Hombres;1984;5.785
18 Granada;Hombres;1983;5.918
18 Granada;Hombres;1982;6.062
18 Granada;Hombres;1981;6.091
18 Granada;Hombres;1980;6.620
18 Granada;Hombres;1979;6.628
18 Granada;Hombres;1978;6.952
18 Granada;Hombres;1977;6.930
18 Granada;Hombres;1976;6.971
18 Granada;Hombres;1975;7.021
18 Granada;Mujeres;2022;3.378
18 Granada;Mujeres;2021;3.505
18 Granada;Mujeres;2020;3.555
18 Granada;Mujeres;2019;3.759
18 Granada;Mujeres;2018;3.597
18 Granada;Mujeres;2017;3.886
18 Granada;Mujeres;2016;4.116
18 Granada;Mujeres;2015;4.140
18 Granada;Mujeres;2014;4.096
18 Granada;Mujeres;2013;4.009
18 Granada;Mujeres;2012;4.333
18 Granada;Mujeres;2011;4.472
18 Granada;Mujeres;2010;4.560
18 Granada;Mujeres;2009;4.749
18 Granada;Mujeres;2008;5.045
18 Granada;Mujeres;2007;5.103
18 Granada;Mujeres;2006;4.863
18 Granada;Mujeres;2005;4.707
18 Granada;Mujeres;2004;4.650
18 Granada;Mujeres;2003;4.466
18 Granada;Mujeres;2002;4.092
18 Granada;Mujeres;2001;4.303
18 Granada;Mujeres;2000;4.258
18 Granada;Mujeres;1999;4.152
18 Granada;Mujeres;1998;4.211
18 Granada;Mujeres;1997;4.361
18 Granada;Mujeres;1996;4.359
18 Granada;Mujeres;1995;4.470
18 Granada;Mujeres;1994;4.421
18 Granada;Mujeres;1993;4.663
18 Granada;Mujeres;1992;4.907
18 Granada;Mujeres;1991;4.892
18 Granada;Mujeres;1990;4.875
18 Granada;Mujeres;1989;4.877
18 Granada;Mujeres;1988;5.074
18 Granada;Mujeres;1987;5.193
18 Granada;Mujeres;1986;5.174
18 Granada;Mujeres;1985;5.287
18 Granada;Mujeres;1984;5.499
18 Granada;Mujeres;1983;5.448
18 Granada;Mujeres;1982;5.759
18 Granada;Mujeres;1981;5.839
18 Granada;Mujeres;1980;6.021
18 Granada;Mujeres;1979;6.420
18 Granada;Mujeres;1978;6.353
18 Granada;Mujeres;1977;6.499
18 Granada;Mujeres;1976;6.641
18 Granada;Mujeres;1975;6.624
19 Guadalajara;Total;2022;1.920
19 Guadalajara;Total;2021;1.881
19 Guadalajara;Total;2020;1.945
19 Guadalajara;Total;2019;2.084
19 Guadalajara;Total;2018;2.114
19 Guadalajara;Total;2017;2.192
19 Guadalajara;Total;2016;2.363
19 Guadalajara;Total;2015;2.455
19 Guadalajara;Total;2014;2.444
19 Guadalajara;Total;2013;2.581
19 Guadalajara;Total;2012;2.843
19 Guadalajara;Total;2011;2.968
19 Guadalajara;Total;2010;3.095
19 Guadalajara;Total;2009;3.123
19 Guadalajara;Total;2008;3.152
19 Guadalajara;Total;2007;2.847
19 Guadalajara;Total;2006;2.710
19 Guadalajara;Total;2005;2.330
19 Guadalajara;Total;2004;2.220
19 Guadalajara;Total;2003;2.135
19 Guadalajara;Total;2002;1.898
19 Guadalajara;Total;2001;1.740
19 Guadalajara;Total;2000;1.773
19 Guadalajara;Total;1999;1.588
19 Guadalajara;Total;1998;1.471
19 Guadalajara;Total;1997;1.454
19 Guadalajara;Total;1996;1.426
19 Guadalajara;Total;1995;1.413
19 Guadalajara;Total;1994;1.358
19 Guadalajara;Total;1993;1.384
19 Guadalajara;Total;1992;1.448
19 Guadalajara;Total;1991;1.359
19 Guadalajara;Total;1990;1.320
19 Guadalajara;Total;1989;1.341
19 Guadalajara;Total;1988;1.513
19 Guadalajara;Total;1987;1.473
19 Guadalajara;Total;1986;1.562
19 Guadalajara;Total;1985;1.471
19 Guadalajara;Total;1984;1.544
19 Guadalajara;Total;1983;1.756
19 Guadalajara;Total;1982;1.694
19 Guadalajara;Total;1981;1.726
19 Guadalajara;Total;1980;1.824
19 Guadalajara;Total;1979;1.863
19 Guadalajara;Total;1978;1.877
19 Guadalajara;Total;1977;1.916
19 Guadalajara;Total;1976;1.926
19 Guadalajara;Total;1975;1.827
19 Guadalajara;Hombres;2022;952
19 Guadalajara;Hombres;2021;966
19 Guadalajara;Hombres;2020;977
19 Guadalajara;Hombres;2019;1.095
19 Guadalajara;Hombres;2018;1.066
19 Guadalajara;Hombres;2017;1.119
19 Guadalajara;Hombres;2016;1.210
19 Guadalajara;Hombres;2015;1.239
19 Guadalajara;Hombres;2014;1.249
19 Guadalajara;Hombres;2013;1.325
19 Guadalajara;Hombres;2012;1.461
19 Guadalajara;Hombres;2011;1.524
19 Guadalajara;Hombres;2010;1.583
19 Guadalajara;Hombres;2009;1.622
19 Guadalajara;Hombres;2008;1.643
19 Guadalajara;Hombres;2007;1.457
19 Guadalajara;Hombres;2006;1.435
19 Guadalajara;Hombres;2005;1.210
19 Guadalajara;Hombres;2004;1.122
19 Guadalajara;Hombres;2003;1.120
19 Guadalajara;Hombres;2002;1.017
19 Guadalajara;Hombres;2001;869
19 Guadalajara;Hombres;2000;908
19 Guadalajara;Hombres;1999;838
19 Guadalajara;Hombres;1998;712
19 Guadalajara;Hombres;1997;738
19 Guadalajara;Hombres;1996;741
19 Guadalajara;Hombres;1995;719
19 Guadalajara;Hombres;1994;723
19 Guadalajara;Hombres;1993;713
19 Guadalajara;Hombres;1992;731
19 Guadalajara;Hombres;1991;714
19 Guadalajara;Hombres;1990;700
19 Guadalajara;Hombres;1989;679
19 Guadalajara;Hombres;1988;798
19 Guadalajara;Hombres;1987;783
19 Guadalajara;Hombres;1986;831
19 Guadalajara;Hombres;1985;778
19 Guadalajara;Hombres;1984;814
19 Guadalajara;Hombres;1983;903
19 Guadalajara;Hombres;1982;899
19 Guadalajara;Hombres;1981;931
19 Guadalajara;Hombres;1980;951
19 Guadalajara;Hombres;1979;928
19 Guadalajara;Hombres;1978;994
19 Guadalajara;Hombres;1977;994
19 Guadalajara;Hombres;1976;965
19 Guadalajara;Hombres;1975;947
19 Guadalajara;Mujeres;2022;968
19 Guadalajara;Mujeres;2021;915
19 Guadalajara;Mujeres;2020;968
19 Guadalajara;Mujeres;2019;989
19 Guadalajara;Mujeres;2018;1.048
19 Guadalajara;Mujeres;2017;1.073
19 Guadalajara;Mujeres;2016;1.153
19 Guadalajara;Mujeres;2015;1.216
19 Guadalajara;Mujeres;2014;1.195
19 Guadalajara;Mujeres;2013;1.256
19 Guadalajara;Mujeres;2012;1.382
19 Guadalajara;Mujeres;2011;1.444
19 Guadalajara;Mujeres;2010;1.512
19 Guadalajara;Mujeres;2009;1.501
19 Guadalajara;Mujeres;2008;1.509
19 Guadalajara;Mujeres;2007;1.390
19 Guadalajara;Mujeres;2006;1.275
19 Guadalajara;Mujeres;2005;1.120
19 Guadalajara;Mujeres;2004;1.098
19 Guadalajara;Mujeres;2003;1.015
19 Guadalajara;Mujeres;2002;881
19 Guadalajara;Mujeres;2001;871
19 Guadalajara;Mujeres;2000;865
19 Guadalajara;Mujeres;1999;750
19 Guadalajara;Mujeres;1998;759
19 Guadalajara;Mujeres;1997;716
19 Guadalajara;Mujeres;1996;685
19 Guadalajara;Mujeres;1995;694
19 Guadalajara;Mujeres;1994;635
19 Guadalajara;Mujeres;1993;671
